,indicator_category,indicator,gender,race_ethnicity,rate,state,year
589,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,39.5, MA,2012
10238,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,10.3, CA,2012
8689,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,23.3, OR,2012
597,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,All,25.8, MA,2012
10210,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,8.3, CA,2012
8684,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,24.5, OR,2012
8682,Demographics,Race/Ethnicity,Both,Black,5.5, OR,2012
8681,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,32.3, OR,2012
596,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Female,All,16.3, MA,2012
8702,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,22.3, OR,2012
10233,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,112.1, CA,2012
8705,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,17.3, OR,2012
573,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,776.1, MA,2012
8722,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,17.2, OR,2012
10228,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,219.6, CA,2012
575,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,504.0, MA,2012
8719,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Native American,0.0, OR,2012
13315,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,28.7, CA,2012
8683,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,18.9, OR,2012
8729,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,14.4, OR,2012
8754,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,108.7, OR,2012
8755,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,140.5, OR,2012
561,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,73.4, MA,2012
8742,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Native American,17.5, OR,2012
10219,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,182.8, CA,2012
8741,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,1.2, OR,2012
8738,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,14.7, OR,2012
565,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,824.6, MA,2012
566,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,586.2, MA,2012
8735,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,3.9, OR,2012
567,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,691.0, MA,2012
10225,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,106.2, CA,2012
564,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,200.0, MA,2012
10218,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,107.1, CA,2012
555,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,209.5, MA,2012
8753,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,183.4, OR,2012
13320,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,30.1, CA,2012
8775,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,6.4, OR,2012
8773,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,143.6, OR,2012
537,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Black,2.7, MD,2012
8770,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,140.5, OR,2012
539,Demographics,Unemployment Rate Ages 16+,Both,All,15.5, MD,2012
8767,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,96.5, OR,2012
8763,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,162.3, OR,2012
547,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,186.3, MA,2012
548,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,159.8, MA,2012
8760,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,79.4, OR,2012
549,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,228.2, MA,2012
552,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,131.9, MA,2012
578,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,750.1, MA,2012
8715,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Hispanic,0.0, OR,2012
580,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,25.9, MA,2012
8712,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,42.5, OR,2012
8879,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Hispanic,86.6, OR,2012
468,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,All,11.8, MD,2012
8876,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Black,73.6, OR,2012
472,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Hispanic,4.5, MD,2012
8873,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Asian/PI,84.4, OR,2012
10168,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Other,36.5, CA,2012
8871,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Female,All,82.0, OR,2012
8869,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,All,79.5, OR,2012
8868,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Male,All,77.0, OR,2012
475,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,White,6.8, MD,2012
10171,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,White,51.1, CA,2012
8835,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,0.0, OR,2012
10208,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,7.5, CA,2012
498,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Male,All,3454.1, MD,2012
10182,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Hispanic,15.1, CA,2012
520,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Male,All,30.4, MD,2012
8802,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Native American,0.0, OR,2012
10198,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,1.4, CA,2012
13334,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,34.8, CA,2012
8798,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,32.4, OR,2012
8794,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,34.3, OR,2012
519,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Female,All,32.2, MD,2012
10201,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,15.1, CA,2012
8790,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Asian/PI,14.3, OR,2012
13329,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,33.6, CA,2012
530,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,White,24.0, MD,2012
8786,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,18.7, OR,2012
13356,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Multiracial,76.0, CA,2012
8745,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,14.0, OR,2012
8882,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,Native American,78.4, OR,2012
8886,Life Expectancy and Death Rate (Overall),Life Expectancy at Birth (Years),Both,White,79.4, OR,2012
10231,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,115.5, CA,2012
581,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,15.3, MA,2012
8709,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Asian/PI,9.7, OR,2012
582,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,19.6, MA,2012
8706,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Multiracial,2.8, OR,2012
8727,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,1.6, OR,2012
604,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Male,All,35.9, MA,2012
13323,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,31.8, CA,2012
10205,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,4.3, CA,2012
8856,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,3.3, OR,2012
484,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Hispanic,9.7, MD,2012
8853,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Asian/PI,3.7, OR,2012
10175,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,22.5, CA,2012
13348,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,45.1, CA,2012
8848,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,5.1, OR,2012
13350,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,47.7, CA,2012
8847,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Female,All,4.6, OR,2012
488,Maternal and Child Health,Percent of Mothers Under Age 20,Female,White,2.7, MD,2012
8841,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,White,2.6, OR,2012
10179,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,41.4, CA,2012
8838,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,10.5, OR,2012
496,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,All,2541.1, MD,2012
497,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Female,All,1750.5, MD,2012
8846,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Male,All,5.6, OR,2012
481,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Black,14.2, MD,2012
8861,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,White,5.3, OR,2012
478,Maternal and Child Health,Percent of Mothers Under Age 20,Female,All,10.4, MD,2012
10164,Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",Both,Hispanic,17.6, CA,2012
10220,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,140.6, CA,2012
558,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,132.6, MA,2012
8748,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,7.8, OR,2012
1018,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Female,All,8.7, IL,2012
1019,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,21.7, IL,2012
8039,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,42.9, AZ,2012
10569,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,94.1, CA,2012
1023,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Black,38.5, IL,2012
13183,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,11.7, CA,2012
8031,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,103.7, AZ,2012
8030,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,98.3, AZ,2012
8029,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,107.1, AZ,2012
10572,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,87.0, CA,2012
8025,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,14.7, AZ,2012
1015,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,35.4, IL,2012
750,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,37.8, MA,2012
8105,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,4.3, AZ,2012
10529,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,52.6, CA,2012
10493,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,5.5, CA,2012
956,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,15.7, MA,2012
963,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,10.9, MA,2012
8174,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,White,4.7, AZ,2012
10496,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Hispanic,5.5, CA,2012
965,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,15.1, MA,2012
8181,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,27.0, AZ,2012
8170,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Other,17.9, AZ,2012
8167,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Native American,2.9, AZ,2012
8163,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,7.2, AZ,2012
13207,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Black,13.7, CA,2012
8159,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,11.4, AZ,2012
8043,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,131.6, AZ,2012
13204,Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,13.1, CA,2012
13185,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,11.8, CA,2012
8047,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Black,10.2, OR,2012
8088,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Native American,345.9, AZ,2012
8085,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,14.9, AZ,2012
10548,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,698.9, CA,2012
10549,Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,485.3, CA,2012
8082,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,42.6, AZ,2012
8052,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Multiracial,14.3, AZ,2012
10531,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,29.8, CA,2012
10565,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Female,All,5.8, CA,2012
8048,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,31.8, AZ,2012
8019,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,10.0, AZ,2012
10580,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,10.6, CA,2012
1026,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Hispanic,14.5, IL,2012
8016,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Multiracial,2.1, AZ,2012
13181,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Black,11.7, CA,2012
8013,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,12.9, AZ,2012
